ticker,permno,first_year,last_year,rows
15991,15991,1993,2007,3669
15995,15995,2016,2020,1207
15996,15996,2016,2020,1187
15997,15997,2016,2020,1187
15998,15998,2016,2020,1187
15999,15999,2016,2020,311
16000,16000,2016,2020,1187
16001,16001,2016,2018,620
16004,16004,2016,2020,990
16005,16005,2016,2020,1194
16006,16006,2016,2020,1162
16007,16007,2016,2020,1182
16008,16008,2016,2020,1179
16012,16012,2016,2020,757
16015,16015,2016,2020,1106
16016,16016,2016,2020,1028
16017,16017,2016,2020,1186
16018,16018,2016,2020,1152
16019,16019,2016,2020,1180
16020,16020,2016,2020,1183
16021,16021,2016,2020,1158
16022,16022,2016,2020,1149
16024,16024,2016,2020,1184
16030,16030,1993,2018,6399
16033,16033,2016,2016,152
16034,16034,2016,2020,1180
16042,16042,2016,2020,1185
16043,16043,2016,2020,1172
16044,16044,2016,2020,1167
16048,16048,2016,2020,1157
16049,16049,2016,2020,1147
16051,16051,2016,2020,1168
16052,16052,2016,2020,1156
16055,16055,2016,2020,762
16056,16056,2016,2017,97
16057,16057,2016,2020,1058
16059,16059,2016,2020,971
16060,16060,2016,2020,1172
16062,16062,2016,2020,1156
16063,16063,2016,2020,1161
16064,16064,2016,2020,1173
16066,16066,2016,2020,1161
16067,16067,2016,2018,429
16068,16068,2016,2020,1159
16069,16069,2016,2020,1172
16070,16070,2016,2020,1170
16071,16071,2016,2020,1142
16073,16073,2016,2018,567
16074,16074,2016,2020,1159
16076,16076,2016,2020,1159
16077,16077,2016,2020,1164
16081,16081,2016,2019,892
16082,16082,2016,2020,1169
16083,16083,2016,2020,1170
16084,16084,2016,2020,1159
16086,16086,2016,2020,1091
16087,16087,2016,2020,1133
16090,16090,2016,2020,1155
16091,16091,2016,2020,1150
16092,16092,2016,2020,1076
16093,16093,2016,2020,1071
16094,16094,2016,2020,1107
16095,16095,2016,2017,136
16097,16097,2016,2020,1135
16098,16098,2016,2020,724
16099,16099,2016,2020,1138
16100,16100,2016,2020,1155
16101,16101,2016,2016,38
16102,16102,2016,2016,33
16103,16103,2016,2020,1127
16104,16104,2016,2020,1139
16105,16105,2016,2020,839
16106,16106,2016,2018,405
16107,16107,2016,2020,1116
16108,16108,2016,2020,1141
16110,16110,2016,2020,723
16111,16111,2016,2020,1135
16112,16112,2016,2020,1147
16117,16117,1993,2000,1911
16119,16119,2016,2020,1149
16120,16120,2016,2020,1139
16126,16126,1993,2020,6949
16136,16136,2016,2020,1136
16140,16140,2016,2020,1140
16143,16143,2016,2020,1127
16144,16144,2016,2018,459
16145,16145,2016,2020,1077
16146,16146,2016,2020,1114
16149,16149,2016,2017,226
16154,16154,2016,2020,1117
16155,16155,2016,2020,1122
16156,16156,2016,2020,1132
16158,16158,2016,2020,1123
16159,16159,2016,2017,283
16160,16160,2016,2018,459
16161,16161,2016,2020,1105
16162,16162,2016,2020,878
16163,16163,2016,2020,915
16164,16164,2016,2020,1128
16165,16165,2016,2019,558
16170,16170,2016,2020,704
16171,16171,2016,2020,1116
16172,16172,2016,2020,1119
16173,16173,2016,2020,902
16174,16174,2016,2020,1076
16175,16175,2016,2018,428
16178,16178,2016,2020,1130
16179,16179,2016,2020,1005
16181,16181,2016,2020,1056
16182,16182,2016,2020,1121
16183,16183,2016,2020,1055
16185,16185,1993,1998,944
16186,16186,2016,2020,1116
16187,16187,2016,2020,1115
16188,16188,2016,2020,1120
16189,16189,2016,2019,572
16193,16193,1993,2000,1957
16247,16247,2016,2020,1105
16249,16249,2005,2016,2668
16250,16250,2016,2020,1108
16251,16251,2016,2020,892
16252,16252,2016,2020,1108
16253,16253,2016,2020,1111
16254,16254,2016,2017,138
16255,16255,2016,2020,1110
16258,16258,2016,2020,926
16259,16259,2016,2017,148
16260,16260,2016,2020,1105
16261,16261,2016,2020,945
16262,16262,2016,2018,332
16263,16263,2016,2020,1106
16266,16266,2016,2019,574
16267,16267,2016,2018,581
16268,16268,2016,2020,1111
16275,16275,2016,2020,1097
16276,16276,2016,2020,1070
16277,16277,2016,2020,1070
16278,16278,2016,2019,815
16279,16279,2016,2019,757
16281,16281,2016,2020,1076
16282,16282,2016,2019,577
16283,16283,2016,2020,1081
16284,16284,2016,2020,1001
16285,16285,2016,2020,1077
16286,16286,2016,2018,179
16287,16287,2016,2020,1081
16288,16288,2016,2020,1055
16289,16289,2016,2020,1056
16290,16290,2016,2020,1065
16291,16291,2016,2020,708
16292,16292,2016,2020,702
16293,16293,2016,2020,886
16294,16294,2016,2020,1065
16295,16295,2016,2020,915
16296,16296,2016,2020,1058
16297,16297,2016,2020,764
16298,16298,2016,2020,1075
16302,16302,2016,2020,814
16303,16303,2016,2020,1078
16304,16304,2016,2020,1071
16305,16305,2016,2020,776
16306,16306,2019,2020,277
16307,16307,2016,2020,1081
16308,16308,2016,2020,1072
16309,16309,2016,2020,1078
16310,16310,2016,2020,1073
16311,16311,2016,2020,1065
16318,16318,2016,2020,1077
16319,16319,2016,2020,1081
16332,16332,2016,2019,661
16333,16333,2016,2020,1082
16337,16337,2016,2020,1073
16338,16338,2016,2020,1076
16339,16339,2016,2020,1081
16340,16340,2016,2017,255
16341,16341,2016,2020,1061
16342,16342,2016,2020,1050
16343,16343,2016,2020,1049
16346,16346,2016,2018,436
16347,16347,2016,2020,1049
16348,16348,2016,2020,1049
16350,16350,2016,2020,455
16376,16376,2016,2020,991
16377,16377,2016,2020,1061
16378,16378,2016,2020,800
16381,16381,2016,2020,1051
16382,16382,2016,2020,1067
16383,16383,2016,2020,1058
16384,16384,2016,2020,1057
16385,16385,2016,2019,423
16386,16386,2016,2020,1057
16392,16392,2016,2020,1066
16393,16393,2016,2020,1067
16394,16394,2016,2020,784
16396,16396,1993,2006,3440
16397,16397,2016,2019,662
16398,16398,2016,2020,863
16399,16399,2016,2020,1059
16400,16400,2016,2020,763
16401,16401,2016,2020,1061
16402,16402,2016,2020,931
16403,16403,2016,2020,1046
16417,16417,1993,2020,2601
16424,16424,1993,2005,3212
16429,16429,2016,2019,683
16431,16431,2016,2020,1042
16432,16432,1993,2020,7051
16434,16434,2016,2020,1051
16435,16435,2016,2020,1024
16436,16436,2016,2020,1068
16437,16437,2016,2020,1066
16442,16442,2016,2020,1055
16448,16448,2016,2020,1069
16449,16449,2016,2020,1052
16450,16450,2016,2020,874
16451,16451,2016,2020,1052
16452,16452,2016,2020,1054
16454,16454,2016,2020,1028
16457,16457,2016,2020,898
16458,16458,2016,2020,977
16460,16460,1993,1999,1698
16461,16461,2016,2020,1048
16463,16463,2016,2020,1033
16464,16464,2016,2020,826
16465,16465,2016,2020,765
16466,16466,2016,2020,1010
16468,16468,1993,2003,1501
16469,16469,2016,2019,703
16470,16470,2016,2019,309
16471,16471,2016,2020,1046
16472,16472,2016,2020,1044
16473,16473,2016,2020,1030
16479,16479,2016,2020,1030
16485,16485,2016,2020,1033
16493,16493,2016,2019,50
16494,16494,2016,2020,1026
16495,16495,2016,2020,1022
16496,16496,2016,2020,1022
16497,16497,2017,2020,1007
16498,16498,2017,2020,1006
16499,16499,2017,2020,1006
16505,16505,1993,2020,7049
16514,16514,2016,2020,1013
16515,16515,2016,2020,1028
16519,16519,2016,2019,535
16522,16522,2017,2020,759
16523,16523,2016,2020,885
16524,16524,2016,2020,986
16525,16525,2016,2020,1022
16526,16526,2016,2020,849
16528,16528,2016,2020,1021
16529,16529,2016,2020,1008
16530,16530,2016,2017,224
16531,16531,2016,2018,227
16532,16532,2016,2020,1023
16533,16533,2016,2020,1020
16534,16534,2016,2018,372
16535,16535,2016,2020,1017
16536,16536,2016,2020,912
16537,16537,2016,2020,1014
16538,16538,2017,2020,998
16541,16541,2017,2020,996
16542,16542,2017,2020,992
16543,16543,2017,2020,989
16544,16544,2017,2018,276
16545,16545,2017,2020,996
16548,16548,1993,2020,7051
16553,16553,2017,2020,743
16554,16554,2017,2020,990
16555,16555,1993,2020,7051
16557,16557,2017,2020,995
16558,16558,2017,2020,990
16560,16560,2017,2020,990
16562,16562,2017,2020,991
16564,16564,1993,1999,1654
16568,16568,2017,2019,252
16569,16569,2017,2020,746
16570,16570,2017,2020,990
16571,16571,1993,1995,554
16573,16573,2017,2020,989
16574,16574,2017,2018,406
16575,16575,2017,2017,143
16576,16576,2017,2020,971
16577,16577,2017,2020,980
16579,16579,2017,2020,980
16581,16581,2017,2020,987
16582,16582,2017,2020,984
16585,16585,2017,2020,978
16587,16587,2017,2018,415
16588,16588,2017,2020,977
16590,16590,2017,2020,974
16591,16591,2017,2020,987
16592,16592,2017,2020,985
16593,16593,2017,2020,978
16594,16594,2017,2020,977
16595,16595,2017,2020,967
16597,16597,2017,2020,951
16599,16599,1993,2001,2209
16600,16600,1993,2020,7051
16602,16602,2017,2019,670
16603,16603,2017,2020,957
16611,16611,2017,2020,962
16613,16613,2017,2020,967
16614,16614,2017,2018,283
16615,16615,2017,2020,948
16617,16617,2017,2020,956
16622,16622,2017,2020,852
16624,16624,2017,2020,958
16625,16625,2017,2020,960
16626,16626,2017,2020,949
16629,16629,2017,2017,111
16630,16630,2017,2020,839
16631,16631,2017,2020,845
16632,16632,2017,2020,968
16633,16633,2017,2020,535
16638,16638,2017,2020,957
16639,16639,2017,2020,927
16640,16640,2017,2018,304
16641,16641,2017,2020,960
16642,16642,2017,2019,700
16644,16644,1993,2011,4571
16645,16645,2017,2018,124
16646,16646,2017,2020,826
16647,16647,2017,2020,730
16648,16648,2017,2020,942
16649,16649,2017,2020,941
16650,16650,2017,2020,937
16653,16653,2017,2020,937
16654,16654,2017,2020,937
16655,16655,2017,2020,927
16656,16656,2017,2020,927
16657,16657,2017,2020,927
16659,16659,2017,2020,942
16660,16660,2017,2020,927
16664,16664,2017,2020,928
16665,16665,2017,2019,680
16667,16667,2017,2020,932
16668,16668,2017,2020,927
16669,16669,2017,2019,547
16670,16670,2017,2020,929
16671,16671,2017,2020,867
16672,16672,2017,2018,310
16673,16673,2017,2020,802
16674,16674,2017,2020,767
16675,16675,2017,2020,927
16676,16676,2017,2020,932
16677,16677,2017,2019,604
16678,16678,1993,2020,7051
16679,16679,1993,1993,65
16680,16680,2017,2020,862
16681,16681,2017,2020,937
16682,16682,2017,2019,583
16683,16683,2017,2019,321
16684,16684,2017,2020,882
16685,16685,2017,2020,710
16688,16688,2017,2019,588
16689,16689,2017,2020,944
16690,16690,2017,2020,939
16691,16691,2017,2020,922
16692,16692,2017,2020,917
16693,16693,2017,2020,906
16696,16696,2017,2020,904
16697,16697,2017,2020,908
16698,16698,2017,2020,908
16699,16699,2017,2020,909
16700,16700,2017,2019,573
16701,16701,2017,2020,920
16702,16702,2017,2020,915
16703,16703,2017,2020,919
16704,16704,2017,2019,392
16705,16705,2017,2020,914
16706,16706,2017,2020,673
16708,16708,1993,1996,749
16709,16709,2017,2020,922
16710,16710,2017,2020,909
16711,16711,2017,2020,923
16712,16712,2017,2020,917
16713,16713,2017,2020,465
16715,16715,1993,2005,3095
16716,16716,1993,1996,761
16736,16736,2017,2020,919
16737,16737,2017,2020,903
16738,16738,2017,2020,923
16739,16739,2017,2020,913
16746,16746,2017,2020,919
16749,16749,2017,2020,914
16750,16750,2017,2020,917
16751,16751,2017,2020,923
16752,16752,2017,2019,577
16753,16753,2017,2020,889
16754,16754,2017,2020,885
16755,16755,2017,2020,884
16756,16756,2017,2020,883
16764,16764,2017,2020,887
16765,16765,2017,2020,897
16767,16767,1993,1996,803
16768,16768,2017,2020,897
16770,16770,2017,2020,889
16771,16771,2017,2020,793
16773,16773,2017,2019,550
16776,16776,2017,2020,884
16777,16777,2017,2020,895
16778,16778,2017,2020,886
16779,16779,2017,2020,893
16780,16780,2017,2020,895
16781,16781,2017,2020,862
16783,16783,2017,2019,597
16784,16784,2017,2020,882
16785,16785,2017,2020,780
16786,16786,2017,2020,890
16787,16787,2017,2020,851
16788,16788,2017,2020,414
16789,16789,2017,2019,455
16791,16791,1993,2002,1839
16792,16792,2017,2020,885
16793,16793,2017,2020,860
16794,16794,2017,2020,860
16795,16795,2017,2020,883
16796,16796,2017,2020,801
16797,16797,2017,2020,649
16798,16798,2017,2020,695
16799,16799,2017,2020,777
16800,16800,2017,2020,798
16801,16801,2017,2020,751
16802,16802,2017,2020,884
16805,16805,2017,2020,900
16806,16806,2017,2018,259
16807,16807,2017,2020,765
16808,16808,2017,2020,860
16809,16809,2017,2020,872
16813,16813,2017,2020,870
16814,16814,2017,2020,816
16815,16815,2017,2019,244
16816,16816,2017,2020,858
16818,16818,2017,2020,870
16819,16819,2017,2020,861
16820,16820,2017,2020,876
16821,16821,2017,2019,371
16822,16822,2017,2020,769
16823,16823,2017,2020,702
16824,16824,2017,2020,870
16825,16825,2017,2019,543
16826,16826,2017,2020,843
16827,16827,2017,2020,869
16828,16828,2017,2020,866
16829,16829,2017,2020,864
16830,16830,2017,2019,602
16831,16831,2017,2020,596
16832,16832,2017,2020,830
16833,16833,2017,2020,817
16834,16834,2017,2020,863
16836,16836,2017,2020,873
16837,16837,2017,2020,875
16841,16841,2017,2020,864
16844,16844,2017,2020,872
16849,16849,2017,2020,863
16850,16850,2017,2020,839
16851,16851,2017,2020,839
16852,16852,2007,2017,2547
16853,16853,2017,2020,861
16855,16855,1993,1997,1084
16856,16856,2017,2020,859
16857,16857,2017,2020,860
16864,16864,2017,2019,519
16865,16865,2017,2020,851
16866,16866,2017,2020,843
16870,16870,1993,1998,1385
16874,16874,2017,2020,659
16875,16875,2017,2020,860
16876,16876,2017,2020,629
16877,16877,2017,2020,857
16879,16879,2017,2019,430
16880,16880,2017,2020,606
16883,16883,2017,2020,848
16887,16887,2017,2020,855
16890,16890,1993,2007,3531
16894,16894,2017,2020,721
16895,16895,2017,2020,770
16903,16903,2017,2020,847
16904,16904,2017,2020,842
16905,16905,2017,2020,723
16911,16911,2017,2020,624
16913,16913,2017,2019,493
16914,16914,2017,2020,845
16915,16915,2017,2020,834
16917,16917,2017,2020,819
16920,16920,2017,2020,819
16921,16921,2017,2020,819
16922,16922,2017,2020,740
16923,16923,2017,2020,825
16924,16924,2017,2020,821
16925,16925,2017,2019,209
16927,16927,2017,2020,826
16928,16928,2017,2020,826
16929,16929,2017,2020,820
16930,16930,2017,2019,424
16931,16931,2017,2020,825
16932,16932,2017,2020,821
16933,16933,2017,2020,825
16936,16936,2017,2020,822
16937,16937,2017,2020,838
16938,16938,2017,2020,827
16939,16939,2017,2020,816
16940,16940,2017,2020,827
16956,16956,2017,2020,822
16957,16957,2017,2020,826
16961,16961,2017,2020,820
16962,16962,2017,2020,821
16963,16963,2017,2020,827
16964,16964,2017,2020,820
16965,16965,2017,2020,815
16966,16966,2017,2020,815
16967,16967,2017,2020,811
16968,16968,2017,2020,806
16971,16971,2017,2020,801
16973,16973,2017,2018,157
16974,16974,2017,2020,805
16975,16975,2017,2020,640
16976,16976,2017,2020,797
16978,16978,1993,2001,2166
16979,16979,2017,2020,789
16980,16980,2017,2020,499
16981,16981,2017,2020,802
16982,16982,2017,2020,787
16983,16983,2017,2020,698
16984,16984,2017,2020,704
16986,16986,1993,2001,2101
16987,16987,2017,2020,811
16988,16988,2017,2019,205
16989,16989,2017,2020,811
16990,16990,2017,2020,731
16991,16991,2017,2020,799
16992,16992,2017,2020,810
16995,16995,2017,2020,818
16996,16996,2017,2020,289
16997,16997,2017,2020,280
16998,16998,2017,2020,805
16999,16999,2017,2020,806
17000,17000,2017,2020,816
17001,17001,2017,2020,792
17002,17002,2017,2020,801
17004,17004,2017,2020,800
17005,17005,1993,2020,7051
17017,17017,2017,2020,785
17019,17019,2017,2020,807
17023,17023,2017,2020,805
17031,17031,2017,2020,818
17032,17032,2017,2020,648
17033,17033,2017,2020,800
17034,17034,2017,2020,797
17035,17035,2017,2020,796
17036,17036,2017,2020,784
17037,17037,2017,2020,785
17038,17038,2017,2020,785
17039,17039,2017,2020,778
17040,17040,2017,2020,711
17041,17041,2017,2020,713
17042,17042,2017,2020,796
17043,17043,2017,2020,796
17044,17044,2017,2020,796
17045,17045,2017,2020,795
17046,17046,2017,2019,470
17047,17047,2017,2020,785
17049,17049,1993,1998,456
17050,17050,2017,2018,276
17055,17055,2017,2020,787
17057,17057,1993,2000,1998
17058,17058,2017,2020,777
17073,17073,2011,2020,2447
17079,17079,2017,2018,252
17081,17081,2017,2020,794
17082,17082,2017,2020,770
17088,17088,2017,2020,786
17090,17090,2017,2020,609
17091,17091,2017,2020,782
17092,17092,2017,2020,797
17093,17093,2017,2020,792
17094,17094,2017,2020,790
17097,17097,2017,2019,303
17098,17098,2017,2020,791
17100,17100,2017,2020,780
17103,17103,2017,2020,783
17104,17104,2017,2020,791
17105,17105,2017,2020,786
17106,17106,2017,2020,790
17107,17107,2017,2020,747
17108,17108,2017,2020,792
17109,17109,2017,2020,695
17110,17110,2017,2020,577
17112,17112,2017,2020,748
17113,17113,2017,2020,795
17114,17114,2017,2019,191
17115,17115,2017,2020,792
17116,17116,2017,2020,784
17117,17117,2017,2020,713
17119,17119,2017,2019,13
17120,17120,2017,2020,739
17121,17121,2017,2020,785
17122,17122,2017,2020,785
17123,17123,2017,2020,659
17124,17124,2017,2020,791
17125,17125,2017,2020,771
17126,17126,2017,2020,766
17127,17127,2017,2020,478
17130,17130,2018,2020,756
17131,17131,2018,2020,756
17133,17133,2017,2020,771
17134,17134,2017,2020,317
17135,17135,2017,2020,766
17137,17137,1993,2020,7047
17138,17138,2017,2020,688
17139,17139,2017,2020,766
17140,17140,2017,2020,751
17141,17141,2017,2020,753
17144,17144,1993,2020,7051
17146,17146,2017,2020,761
17147,17147,2018,2020,392
17148,17148,2017,2020,771
17149,17149,2017,2018,78
17150,17150,2017,2020,762
17151,17151,2017,2020,769
17154,17154,2017,2020,772
17155,17155,2017,2020,772
17156,17156,2018,2019,286
17157,17157,2018,2020,445
17178,17178,2017,2020,772
17182,17182,2017,2019,469
17196,17196,1993,1996,900
17200,17200,2017,2020,770
17201,17201,2017,2020,589
17202,17202,2010,2012,600
17203,17203,2010,2012,566
17204,17204,2010,2012,566
17205,17205,2010,2020,2667
17206,17206,2010,2012,566
17207,17207,2010,2012,564
17209,17209,2002,2007,1429
17210,17210,2010,2012,600
17211,17211,2010,2012,566
17212,17212,2010,2012,600
17213,17213,2010,2020,2667
17214,17214,2010,2020,2667
17215,17215,2010,2012,599
17218,17218,2010,2012,565
17219,17219,2010,2012,600
17220,17220,2010,2012,600
17221,17221,2018,2020,748
17222,17222,2018,2020,748
17223,17223,2018,2020,744
17226,17226,2018,2020,744
17227,17227,2018,2020,740
17234,17234,2018,2020,746
17245,17245,2018,2020,564
17250,17250,2018,2020,740
17251,17251,2018,2020,744
17252,17252,2018,2020,739
17254,17254,2018,2020,741
17255,17255,2018,2019,217
17256,17256,2018,2018,102
17257,17257,2018,2020,719
17258,17258,2018,2020,629
17262,17262,2018,2020,756
17263,17263,2018,2020,738
17264,17264,2018,2020,737
17265,17265,2018,2020,739
17266,17266,2018,2020,740
17269,17269,2018,2020,740
17270,17270,2018,2020,738
17271,17271,2018,2020,739
17272,17272,2018,2020,739
17273,17273,2018,2020,734
17278,17278,1993,1999,1531
17279,17279,2008,2015,1764
17281,17281,2018,2020,730
17282,17282,2003,2007,1009
17285,17285,2003,2006,834
17286,17286,2018,2020,734
17287,17287,2018,2020,735
17301,17301,2018,2020,730
17306,17306,2018,2020,618
17307,17307,2018,2020,735
17308,17308,2018,2020,713
17309,17309,2018,2020,607
17310,17310,2018,2020,735
17311,17311,2018,2020,475
17313,17313,2018,2020,726
17315,17315,2018,2020,729
17316,17316,2018,2020,718
17317,17317,2018,2020,730
17318,17318,2018,2020,722
17322,17322,2018,2019,380
17323,17323,2018,2020,721
17324,17324,2018,2020,721
17325,17325,2018,2020,726
17326,17326,2018,2020,634
17327,17327,2018,2020,735
17328,17328,2018,2020,721
17330,17330,2018,2020,731
17331,17331,2018,2019,370
17332,17332,2018,2020,730
17334,17334,2018,2020,701
17337,17337,1994,2005,2671
17341,17341,2018,2020,705
17342,17342,2018,2020,700
17343,17343,2018,2020,698
17344,17344,2018,2020,698
17345,17345,2018,2020,705
17346,17346,2018,2020,697
17349,17349,2018,2020,711
17350,17350,2018,2020,707
17351,17351,2018,2020,709
17354,17354,2018,2020,596
17357,17357,2018,2020,597
17358,17358,2018,2020,697
17359,17359,2018,2020,703
17360,17360,2018,2020,696
17361,17361,2018,2020,433
17362,17362,2018,2020,696
17365,17365,2018,2020,668
17366,17366,2018,2020,509
17367,17367,2018,2020,378
17368,17368,2018,2020,697
17369,17369,2018,2020,403
17370,17370,2018,2020,708
17372,17372,2018,2020,696
17373,17373,2018,2020,694
17374,17374,2018,2020,706
17378,17378,2018,2020,698
17379,17379,2018,2020,697
17380,17380,2018,2020,694
17381,17381,2018,2020,578
17382,17382,2018,2020,687
17389,17389,2014,2020,1559
17390,17390,2014,2020,1499
17391,17391,2015,2020,1189
17392,17392,2015,2020,1224
17393,17393,2017,2020,924
17443,17443,1993,1997,1015
17444,17444,1993,2020,6275
17478,17478,1993,2020,7051
17523,17523,1993,2019,6280
17559,17559,1993,2005,2955
17563,17563,2015,2020,1400
17566,17566,1993,1999,1703
17671,17671,1993,2012,3987
17672,17672,2018,2020,682
17673,17673,2018,2019,426
17676,17676,2018,2020,674
17677,17677,2018,2020,655
17678,17678,2018,2020,658
17679,17679,2018,2020,686
17680,17680,2018,2020,690
17683,17683,2018,2020,681
17684,17684,2018,2020,475
17685,17685,2018,2020,676
17686,17686,2018,2020,682
17688,17688,2018,2020,676
17690,17690,2018,2020,688
17691,17691,2018,2020,677
17692,17692,2018,2020,681
17693,17693,2018,2020,677
17694,17694,2018,2020,682
17695,17695,2018,2020,682
17696,17696,2018,2020,520
17699,17699,2018,2020,254
17700,17700,2018,2020,677
17701,17701,2018,2020,676
17726,17726,1993,2020,7051
17743,17743,1993,2020,7046
17750,17750,1993,2020,7051
17759,17759,2018,2020,679
17760,17760,2018,2020,679
17761,17761,2018,2020,690
17765,17765,2018,2020,689
17766,17766,2018,2020,690
17767,17767,2018,2020,690
17768,17768,2018,2020,690
17770,17770,1993,2000,1856
17771,17771,2018,2020,690
17772,17772,2018,2020,690
17773,17773,2018,2020,690
17774,17774,2018,2020,690
17775,17775,2018,2020,690
17776,17776,2018,2020,690
17778,17778,1993,2020,6801
17781,17781,2018,2020,511
17782,17782,2018,2020,694
17783,17783,2018,2020,668
17784,17784,2018,2019,359
17787,17787,2018,2020,667
17788,17788,2018,2020,662
17789,17789,2018,2020,653
17790,17790,2018,2020,658
17791,17791,2018,2019,399
17792,17792,2018,2020,652
17794,17794,2018,2020,652
17795,17795,2018,2020,657
17796,17796,2018,2020,523
17797,17797,2018,2020,602
17798,17798,2018,2020,673
17799,17799,2018,2020,672
17800,17800,2018,2020,671
17801,17801,2018,2020,671
17802,17802,2018,2020,671
17803,17803,2018,2020,654
17805,17805,2018,2020,663
17806,17806,1993,2007,3578
17807,17807,1993,1999,1147
17808,17808,2018,2020,671
17809,17809,2018,2020,657
17810,17810,2018,2020,636
17811,17811,2018,2020,668
17812,17812,2018,2020,660
17813,17813,2018,2020,653
17815,17815,1993,1998,1462
17816,17816,2018,2020,652
17817,17817,2018,2020,657
17818,17818,2018,2020,668
17819,17819,2018,2020,502
17820,17820,2018,2020,629
17821,17821,2018,2020,657
17824,17824,2018,2019,328
17825,17825,2018,2020,672
17826,17826,2018,2020,668
17827,17827,2018,2020,657
17830,17830,1993,2020,7051
17832,17832,2018,2020,666
17836,17836,2018,2020,673
17845,17845,2018,2020,660
17848,17848,2018,2020,412
17854,17854,2018,2020,639
17855,17855,2018,2020,642
17859,17859,2018,2020,631
17860,17860,2018,2020,631
17864,17864,2018,2020,633
17867,17867,2018,2020,633
17868,17868,2018,2020,638
17869,17869,2018,2020,635
17870,17870,2018,2020,637
17871,17871,2018,2020,638
17872,17872,2018,2019,274
17875,17875,2018,2020,595
17876,17876,2018,2020,632
17877,17877,2018,2020,637
17878,17878,2018,2020,639
17879,17879,2018,2020,582
17880,17880,2018,2020,633
17883,17883,2018,2020,446
17884,17884,2018,2020,606
17885,17885,2018,2020,600
17886,17886,2018,2020,634
17887,17887,2018,2020,638
17888,17888,2018,2020,643
17889,17889,2018,2020,638
17890,17890,2018,2020,424
17891,17891,2018,2020,634
17892,17892,2018,2020,638
17893,17893,2018,2020,647
17894,17894,2018,2020,467
17895,17895,2018,2020,637
17898,17898,2018,2020,633
17899,17899,2018,2020,633
17900,17900,2018,2020,633
17901,17901,2018,2020,390
17902,17902,1993,1998,1320
17903,17903,1993,1996,1003
17904,17904,2018,2020,633
17905,17905,2018,2020,634
17906,17906,2018,2020,642
17907,17907,2018,2020,499
17908,17908,2018,2020,638
17911,17911,1993,1998,1261
17913,17913,2018,2020,615
17916,17916,2018,2020,643
17919,17919,2018,2020,638
17920,17920,2018,2020,562
17929,17929,1993,2020,7051
17939,17939,2018,2020,642
17942,17942,2018,2020,626
17944,17944,2018,2020,614
17946,17946,1993,1998,1400
17947,17947,2018,2020,620
17948,17948,2018,2020,619
17949,17949,2018,2020,615
17950,17950,2018,2020,614
17951,17951,2018,2020,613
17952,17952,2018,2020,619
17955,17955,2018,2020,615
17956,17956,2018,2020,614
17957,17957,2018,2020,620
17958,17958,2018,2020,619
17959,17959,2018,2020,620
17960,17960,2018,2020,450
17961,17961,1993,2020,6935
17962,17962,1993,2001,2049
17963,17963,2018,2020,618
17964,17964,2018,2020,619
17966,17966,2018,2020,295
17967,17967,2018,2020,614
17968,17968,2018,2020,614
17969,17969,2018,2020,536
17970,17970,2018,2020,593
17971,17971,2018,2020,613
17972,17972,2018,2020,614
17973,17973,2018,2020,616
17974,17974,2018,2020,618
17975,17975,2018,2019,216
17976,17976,2018,2020,572
17977,17977,2018,2020,619
17978,17978,2018,2020,477
17979,17979,2018,2020,613
17980,17980,2018,2020,578
17981,17981,2018,2020,519
17984,17984,2018,2020,613
17987,17987,2018,2020,591
17989,17989,1993,1998,1205
18010,18010,2018,2020,528
18011,18011,2018,2020,609
18012,18012,2018,2020,609
18013,18013,2018,2020,608
18016,18016,1993,2008,3998
18026,18026,2018,2020,589
18027,18027,2018,2020,595
18032,18032,1993,1995,744
18033,18033,1993,2013,5234
18036,18036,2018,2020,596
18042,18042,2018,2020,266
18043,18043,2018,2020,604
18044,18044,2018,2020,587
18045,18045,2018,2020,573
18046,18046,2018,2020,604
18047,18047,2018,2020,452
18048,18048,2018,2020,578
18049,18049,2018,2020,583
18050,18050,2018,2020,493
18051,18051,2018,2020,603
18052,18052,2018,2020,603
18053,18053,2018,2020,525
18054,18054,2018,2020,584
18055,18055,2018,2020,592
18056,18056,2018,2020,604
18057,18057,2018,2020,259
18058,18058,2018,2020,603
18061,18061,2018,2020,594
18062,18062,2018,2020,575
18063,18063,2018,2020,575
18064,18064,2018,2020,568
18065,18065,2018,2020,496
18067,18067,1993,1998,1360
18071,18071,2018,2020,569
18073,18073,2018,2020,577
18075,18075,1993,2020,7007
18077,18077,2018,2020,574
18085,18085,2018,2020,567
18086,18086,2018,2020,449
18087,18087,2018,2020,581
18089,18089,2018,2020,570
18091,18091,1993,2020,6906
18092,18092,1993,2007,3709
18096,18096,2018,2020,576
18097,18097,2018,2020,571
18098,18098,2018,2020,586
18099,18099,2018,2020,571
18100,18100,2018,2020,570
18101,18101,2018,2020,585
18102,18102,2018,2020,564
18103,18103,2018,2020,574
18106,18106,2018,2020,574
18107,18107,2018,2020,479
18108,18108,2018,2020,571
18109,18109,2018,2020,579
18110,18110,2018,2020,537
18111,18111,2018,2020,575
18112,18112,1993,2014,4919
18113,18113,2018,2020,570
18114,18114,2018,2020,450
18115,18115,2018,2020,576
18116,18116,2018,2020,569
18117,18117,2018,2020,144
18118,18118,2018,2020,426
18119,18119,2018,2020,465
